"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Porter","Cloud Native Computing Foundation (CNCF)","https://porter.sh/","https://landscape.cncf.io/logos/porter.svg","https://twitter.com/get_porter","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-01 20:47:10","Porter enables you to package your application artifact, client tools, configuration and deployment logic together as an installer that you can distribute, and install with a single command.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/getporter/porter",824,"Porter enables you to package your application artifact, client tools, configuration and deployment logic together as an installer that you can distribute, and install with a single command.","","https://github.com/getporter/porter/commit/bc173501ff7b9bf41f4f9220fb732a229a594930","2021-04-06 21:29:46","https://github.com/getporter/porter/releases","2018-11-05 16:27:59","https://github.com/getporter/porter/commit/db28cf3b6e63bbafa513a7eea2aa3bc3fe8cf96a",65,"https://github.com/getporter/porter/graphs/contributors"
"sealer","Cloud Native Computing Foundation (CNCF)","https://sealer.cool","https://landscape.cncf.io/logos/sealer.svg","https://twitter.com/sealer_oss","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-24 15:29:39","A tool to seal application's all dependencies and Kubernetes into CloudImage, distribute this application anywhere via CloudImage, and run it within any cluster in one command.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/alibaba/sealer",1385,"A tool to seal application's all dependencies and Kubernetes into CloudImage, distribute this application anywhere via CloudImage, and run it within any cluster in one command.","","https://github.com/sealerio/sealer/commit/ef6ee6e8d54d9f0ed3e2e56faa90935d77e9c333","2022-04-28 14:20:34","https://github.com/alibaba/sealer/releases","2021-04-29 03:13:49","https://github.com/sealerio/sealer/commit/1c0d2c8bc0b7c5cd9d48a81cf4880bce3aeb5b39",54,"https://github.com/alibaba/sealer/graphs/contributors"
"Serverless Workflow","Cloud Native Computing Foundation (CNCF)","https://serverlessworkflow.github.io","https://landscape.cncf.io/logos/serverless-workflow.svg","https://twitter.com/CNCFWorkflow","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-18 13:27:45","Serverless Workflow Specification","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/serverlessworkflow/specification",444,"Serverless Workflow Specification","","https://github.com/serverlessworkflow/specification/commit/60b92d1d9f7482dcb238aeffa19d15e1a7591ba5","2021-11-28 19:11:17","https://github.com/serverlessworkflow/specification/releases","2020-05-15 16:40:30","https://github.com/serverlessworkflow/specification/commit/87035435beda54b6900e4a9842331536c082360c",27,"https://github.com/serverlessworkflow/specification/graphs/contributors"
"Telepresence","Cloud Native Computing Foundation (CNCF)","https://www.telepresence.io/","https://landscape.cncf.io/logos/telepresence.svg","https://twitter.com/telepresenceio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Other","San Francisco, California","2021-08-07 19:15:04","Local development against a remote Kubernetes or OpenShift cluster","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/telepresenceio/telepresence",5021,"Local development against a remote Kubernetes or OpenShift cluster","","https://github.com/telepresenceio/telepresence/commit/fbb0642eac2bd95689a69fd13ae617f126751295","",,"2017-02-23 14:07:35","https://github.com/telepresenceio/telepresence/commit/a364f36f0b2c6b617a058c65c4cd922aced5f01f",57,"https://github.com/telepresenceio/telepresence/graphs/contributors"
"Argo","Cloud Native Computing Foundation (CNCF)","https://argoproj.github.io/","https://landscape.cncf.io/logos/argo.svg","https://twitter.com/argoproj","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-31 17:10:12","Workflow engine for Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/argoproj/argo-workflows",11145,"Workflow engine for Kubernetes","","https://github.com/argoproj/argo-workflows/commit/28668f1d4a78c504d5c83f5afc5d581589249a47","2022-05-26 01:22:39","https://github.com/argoproj/argo-workflows/releases","2017-10-17 21:38:48","https://github.com/argoproj/argo/commit/3ed1dfeb073829d3c4f92b95c9a74118caaec1b4",594,"https://github.com/argoproj/argo-workflows/graphs/contributors"
"Brigade","Cloud Native Computing Foundation (CNCF)","https://brigade.sh/","https://landscape.cncf.io/logos/brigade.svg","https://twitter.com/brigadecore","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-25 16:22:25","Event-driven scripting for Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/brigadecore/brigade",2323,"Event-driven scripting for Kubernetes","","https://github.com/brigadecore/brigade/commit/fd79b174c54282f1f4d35b2e949f418dc6496f3d","2022-06-01 17:12:27","https://github.com/brigadecore/brigade/releases","2017-04-15 00:07:29","https://github.com/brigadecore/brigade/commit/fa1bbbe4af0d89205ffb2cd8848152aaa3541a6b",106,"https://github.com/brigadecore/brigade/graphs/contributors"
"Flux","Cloud Native Computing Foundation (CNCF)","https://fluxcd.io/","https://landscape.cncf.io/logos/flux.svg","https://twitter.com/fluxcd","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 17:58:49","Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/fluxcd/flux2",3401,"Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.","","https://github.com/fluxcd/flux2/commit/cbe1331815132c560466a2c8034b7b6eb8f66201","2022-05-04 10:15:14","https://github.com/fluxcd/flux2/releases","2020-04-24 09:38:22","https://github.com/fluxcd/flux2/commit/ebdabaf98d8c94092dadcf88a959795d4e06b651",109,"https://github.com/fluxcd/flux2/graphs/contributors"
"Keptn","Cloud Native Computing Foundation (CNCF)","https://www.keptn.sh","https://landscape.cncf.io/logos/keptn.svg","https://twitter.com/keptnproject","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 07:33:11","Cloud-native application life-cycle orchestration. Keptn automates your SLO-driven multi-stage delivery and operations & remediation of your applications.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/keptn/keptn",1359,"Cloud-native application life-cycle orchestration. Keptn automates your SLO-driven multi-stage delivery and operations & remediation of your applications.","","https://github.com/keptn/keptn/commit/750b091cb27fe9e0389fed9758a8aebd655aa538","2022-06-02 12:13:52","https://github.com/keptn/keptn/releases","2019-01-21 14:51:49","https://github.com/keptn/keptn/commit/c49b4d65d4860fa7a5102093aac2633abdd94cf0",101,"https://github.com/keptn/keptn/graphs/contributors"
"OpenGitOps","Cloud Native Computing Foundation (CNCF)","https://opengitops.dev/","https://landscape.cncf.io/logos/open-git-ops.svg","https://twitter.com/opengitops","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Other","San Francisco, California","2022-05-24 17:31:35","Repository for top-level information about the OpenGitOps project","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/open-gitops/project",291,"Repository for top-level information about the OpenGitOps project","","https://github.com/open-gitops/project/commit/dd51c369e543dbeab62e9277a8dabe16a1f348dc","",,"2021-07-08 20:54:52","https://github.com/open-gitops/project/commit/e195f22385dc7318f8f7730099b27d0e5416c1c7",7,"https://github.com/open-gitops/project/graphs/contributors"
"OpenKruise","Cloud Native Computing Foundation (CNCF)","https://openkruise.io/en-us/","https://landscape.cncf.io/logos/open-kruise.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Other","San Francisco, California","2022-06-02 22:34:30","Automate application management on Kubernetes (project under CNCF)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/openkruise/kruise",3184,"Automate application management on Kubernetes (project under CNCF)","","https://github.com/openkruise/kruise/commit/0c6b3391663767627c1809e9dc39dbd6d95d6472","2022-03-30 06:43:51","https://github.com/openkruise/kruise/releases","2019-06-05 22:03:48","https://github.com/openkruise/kruise/commit/20f7bdb00d48cdb46946f54ecec79ffb09c7b5d4",82,"https://github.com/openkruise/kruise/graphs/contributors"
"k3s","Cloud Native Computing Foundation (CNCF)","https://k3s.io","https://landscape.cncf.io/logos/k3s.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Lightweight Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Platform","Certified Kubernetes - Distribution",true,"https://github.com/k3s-io/k3s",20103,"Lightweight Kubernetes","","https://github.com/k3s-io/k3s/commit/491aa11e1068cc6605598822dc456ef1fc18f4f1","2022-06-03 00:37:49","https://github.com/k3s-io/k3s/releases","2019-01-01 08:23:01","https://github.com/rancher/k3s/commit/9bb7c27c62c9a0a04ffa99cf9bc78a0985cea1a8",165,"https://github.com/k3s-io/k3s/graphs/contributors"
"Dapr","Cloud Native Computing Foundation (CNCF)","https://dapr.io","https://landscape.cncf.io/logos/dapr.svg","https://twitter.com/DaprDev","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-31 20:13:24","Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Framework",true,"https://github.com/dapr/dapr",18053,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.","","https://github.com/dapr/dapr/commit/4092212836d31925f98aaf73ad5810b2d2786868","2022-06-01 19:46:43","https://github.com/dapr/dapr/releases","2019-06-20 22:18:26","https://github.com/dapr/dapr/commit/c65691eb47f58fc707d1d4d0f6719c4a265cc92d",187,"https://github.com/dapr/dapr/graphs/contributors"
"Keda","Cloud Native Computing Foundation (CNCF)","https://keda.sh/","https://landscape.cncf.io/logos/keda.svg","https://twitter.com/kedaorg","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-16 11:09:18"," KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/kedacore/keda",5025," KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ","","https://github.com/kedacore/keda/commit/21fcd64a088699f554005a15efd03905fd6c6ad1","2022-05-10 11:27:02","https://github.com/kedacore/keda/releases","2019-02-13 00:12:34","https://github.com/kedacore/keda/commit/169efdc3236c42f079e9db780b628956f2afb459",192,"https://github.com/kedacore/keda/graphs/contributors"
"Knative","Cloud Native Computing Foundation (CNCF)","https://knative.dev","https://landscape.cncf.io/logos/knative.svg","https://twitter.com/KnativeProject","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-26 15:23:53","Knative is a developer-focused serverless application layer which is a great complement to the existing Kubernetes application constructs. Knative consists of two components: an HTTP-triggered autoscaling container runtime called “Knative Serving”, and a CloudEvents-over-HTTP asynchronous routing layer called “Knative Eventing”.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/knative/serving",4511,"Kubernetes-based, scale-to-zero, request-driven compute","","https://github.com/knative/serving/commit/6e4a27d621c880afd742b121b113cfeee8117b4b","2022-05-31 14:23:28","https://github.com/knative/serving/releases","2018-01-30 17:45:35","https://github.com/knative/serving/commit/7f5da0b7438f562ea4a45c7021a674e2f90a5ddf",259,"https://github.com/knative/serving/graphs/contributors"
