"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Inclavare Containers","Cloud Native Computing Foundation (CNCF)","https://inclavare-containers.io/","https://landscape.cncf.io/logos/inclavare-containers.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","A novel container runtime, aka confidential container, for cloud-native confidential computing and enclave runtime ecosystem.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Container Runtime",true,"https://github.com/inclavare-containers/inclavare-containers",480,"A novel container runtime, aka confidential container, for cloud-native confidential computing and enclave runtime ecosystem.","","https://github.com/inclavare-containers/inclavare-containers/commit/327d48c1caff45befc1f4ddd0e36e79c33d84845","2021-11-30 11:19:55","https://github.com/inclavare-containers/inclavare-containers/releases","2020-05-12 02:43:12","https://github.com/alibaba/inclavare-containers/commit/161f6e3da0d6a436929a8333b45503f4f8dfe1ba",23,"https://github.com/inclavare-containers/inclavare-containers/graphs/contributors"
"WasmEdge Runtime","Cloud Native Computing Foundation (CNCF)","https://wasmedge.org/","https://landscape.cncf.io/logos/wasm-edge-runtime.svg","https://twitter.com/realwasmedge","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-03 00:00:30","WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime for cloud native, edge, and decentralized applications. It powers serverless apps, embedded functions, microservices, smart contracts, and IoT devices.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Container Runtime",true,"https://github.com/WasmEdge/WasmEdge",3203,"WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime for cloud native, edge, and decentralized applications. It powers serverless apps, embedded functions, microservices, smart contracts, and IoT devices.","","https://github.com/WasmEdge/WasmEdge/commit/6c39907b806595f30492249ac2facc1f087c5d54","2022-05-26 03:38:35","https://github.com/WasmEdge/WasmEdge/releases","2019-06-25 08:39:04","https://github.com/second-state/SSVM/commit/33b28d4f236318d63f50f0ede1d26202d9a8e895",96,"https://github.com/WasmEdge/WasmEdge/graphs/contributors"
"Antrea","Cloud Native Computing Foundation (CNCF)","https://antrea.io/","https://landscape.cncf.io/logos/antrea.svg","https://twitter.com/projectantrea","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-03 01:48:59","Kubernetes networking based on Open vSwitch","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/antrea-io/antrea",1273,"Kubernetes networking based on Open vSwitch","","https://github.com/antrea-io/antrea/commit/e3d435237e23fe9532e2bd237bf51b991f74b15d","2022-05-13 15:02:01","https://github.com/antrea-io/antrea/releases","2019-06-14 07:55:20","https://github.com/vmware-tanzu/antrea/commit/52d7dc7eaa2b99987f0ba30ccc1d3385a1f09db1",99,"https://github.com/antrea-io/antrea/graphs/contributors"
"Cilium","Cloud Native Computing Foundation (CNCF)","https://cilium.io/","https://landscape.cncf.io/logos/cilium.svg","https://twitter.com/ciliumproject","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 16:59:55","eBPF-based Networking, Security, and Observability","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/cilium/cilium",12071,"eBPF-based Networking, Security, and Observability","","https://github.com/cilium/cilium/commit/9580ea3508ea694091a8a52321784597506de59a","2022-05-16 19:54:38","https://github.com/cilium/cilium/releases","2015-12-16 12:33:31","https://github.com/cilium/cilium/commit/7fa3c60eb7dbe7a5a4caea3aab0396f75a8b10c7",460,"https://github.com/cilium/cilium/graphs/contributors"
"CNI-Genie","Cloud Native Computing Foundation (CNCF)","https://github.com/cni-genie/CNI-Genie","https://landscape.cncf.io/logos/cni-genie.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","CNI-Genie for choosing pod network of your choice during deployment time. Supported pod networks - Calico, Flannel, Romana, Weave ","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/cni-genie/CNI-Genie",467,"CNI-Genie for choosing pod network of your choice during deployment time. Supported pod networks - Calico, Flannel, Romana, Weave ","","https://github.com/cni-genie/CNI-Genie/commit/aade92809b1fe6e2f592d0435626f3ea07a69109","2019-01-16 11:12:23","https://github.com/cni-genie/CNI-Genie/releases","2017-03-06 23:21:37","https://github.com/cni-genie/CNI-Genie/commit/3a145434929feb01e809a8a7b954c38b32e3e3a9",22,"https://github.com/cni-genie/CNI-Genie/graphs/contributors"
"Container Network Interface (CNI)","Cloud Native Computing Foundation (CNCF)","https://github.com/containernetworking","https://landscape.cncf.io/logos/container-network-interface-cni.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Container Network Interface - networking for Linux containers","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/containernetworking/cni",4228,"Container Network Interface - networking for Linux containers","","https://github.com/containernetworking/cni/commit/3ec19197ef071a871c111720d32fcdc2d8a9e63f","2022-06-01 16:00:43","https://github.com/containernetworking/cni/releases","2015-04-05 03:35:49","https://github.com/containernetworking/cni/commit/502be19aed3557ddb775fe133b095ad6e6eb87bf",153,"https://github.com/containernetworking/cni/graphs/contributors"
"Kube-OVN","Cloud Native Computing Foundation (CNCF)","https://github.com/kubeovn/kube-ovn","https://landscape.cncf.io/logos/kube-ovn.svg","https://twitter.com/KubeOvn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 13:44:46","A Kubernetes Network Fabric for Enterprises that is Rich in Functions and Easy in Operations (Project under CNCF)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/kubeovn/kube-ovn",1257,"A Kubernetes Network Fabric for Enterprises that is Rich in Functions and Easy in Operations (Project under CNCF)","","https://github.com/kubeovn/kube-ovn/commit/990e291e7c6f34fdffc9d6f21d2f2531c9be8a26","2022-05-15 05:48:20","https://github.com/kubeovn/kube-ovn/releases","2018-10-25 11:54:38","https://github.com/alauda/kube-ovn/commit/d69f7cb831345bf5d8c29f9c0fe97a6636f5b6d6",67,"https://github.com/kubeovn/kube-ovn/graphs/contributors"
"Network Service Mesh","Cloud Native Computing Foundation (CNCF)","https://networkservicemesh.io/","https://landscape.cncf.io/logos/network-service-mesh.svg","https://twitter.com/nservicemesh","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-31 15:47:21","The Hybrid/Multi-cloud IP Service Mesh","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/networkservicemesh/networkservicemesh",504,"The Hybrid/Multi-cloud IP Service Mesh","","https://github.com/networkservicemesh/networkservicemesh/commit/e58ac1200f18dff3b5169d4ddf96f1d5094639d8","2019-11-28 00:07:12","https://github.com/networkservicemesh/networkservicemesh/releases","2018-04-03 17:18:40","https://github.com/networkservicemesh/networkservicemesh/commit/c55f99432708c02aab4750b4f913d586e96e0da1",62,"https://github.com/networkservicemesh/networkservicemesh/graphs/contributors"
"Submariner","Cloud Native Computing Foundation (CNCF)","https://submariner.io","https://landscape.cncf.io/logos/submariner.svg","https://twitter.com/submarinerio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-10 13:51:25","Submariner enables direct networking between Pods and Services in different Kubernetes clusters, either on-premises or in the cloud.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Network",true,"https://github.com/submariner-io/submariner",1861,"Connect all your Kubernetes clusters, no matter where they are in the world.","","https://github.com/submariner-io/submariner/commit/f55a4d1be40052059b68e1406bbab2e0973aff0c","2022-05-31 08:15:20","https://github.com/submariner-io/submariner/releases","2019-03-12 05:02:40","https://github.com/submariner-io/submariner/commit/4153f762a21ea9b554166ad424faaae4162cd769",38,"https://github.com/submariner-io/submariner/graphs/contributors"
"Crossplane","Cloud Native Computing Foundation (CNCF)","https://crossplane.io/","https://landscape.cncf.io/logos/crossplane.svg","https://twitter.com/crossplane_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 16:30:03","Cloud Native Control Planes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/crossplane/crossplane",5275,"Cloud Native Control Planes","","https://github.com/crossplane/crossplane/commit/243f1f47ca0b17503b08ef77770f41a89defeb82","2022-05-26 21:37:00","https://github.com/crossplane/crossplane/releases","2018-09-08 05:22:33","https://github.com/crossplaneio/crossplane/commit/f92ce44ae94720923f67a10eaeb152c61429c3a1",106,"https://github.com/crossplane/crossplane/graphs/contributors"
"Fluid","Cloud Native Computing Foundation (CNCF)","http://pasa-bigdata.nju.edu.cn/fluid/index.html","https://landscape.cncf.io/logos/fluid.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Fluid is an orchestration platform for elastic data abstraction and acceleration in cloud native environment.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/fluid-cloudnative/fluid",1074,"Fluid, elastic data abstraction and acceleration for BigData/AI applications in cloud. (Project under CNCF) ","","https://github.com/fluid-cloudnative/fluid/commit/97b385da10a67a7ce9a0a030c59a6bd5c2f48397","2022-03-02 14:38:55","https://github.com/fluid-cloudnative/fluid/releases","2020-07-11 23:01:57","https://github.com/fluid-cloudnative/fluid/commit/1937e1d0f6191cc899405e3f6aa8fa50b09df31f",274,"https://github.com/fluid-cloudnative/fluid/graphs/contributors"
"Karmada","Cloud Native Computing Foundation (CNCF)","https://karmada.io/","https://landscape.cncf.io/logos/karmada.svg",,"https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","","Open, Multi-Cloud, Multi-Cluster Kubernetes Orchestration","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/karmada-io/karmada",2272,"Open, Multi-Cloud, Multi-Cluster Kubernetes Orchestration","","https://github.com/karmada-io/karmada/commit/36368ce50e29678d683f2f3c5562503fc9a96483","2022-05-28 15:38:39","https://github.com/karmada-io/karmada/releases","2020-11-10 11:35:56","https://github.com/karmada-io/karmada/commit/315c876b6c430908062c84833d3941891044e01b",123,"https://github.com/karmada-io/karmada/graphs/contributors"
"kube-rs","Cloud Native Computing Foundation (CNCF)","https://kube.rs","https://landscape.cncf.io/logos/kube-rs.svg","https://twitter.com/kube_rs","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-24 11:04:39","kube-rs is the core Rust ecosystem for building applications against Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/kube-rs/kube-rs",1403,"Rust Kubernetes client and controller runtime","","https://github.com/kube-rs/kube-rs/commit/80272c04ae0036983bb0de4d522003cfd1f5c189","2022-05-23 13:03:28","https://github.com/kube-rs/kube-rs/releases","2018-10-11 14:53:55","https://github.com/kube-rs/kube-rs/commit/a79615ee8f5b8e4aeb3e84a9b69fd3a3aec84ddd",74,"https://github.com/kube-rs/kube-rs/graphs/contributors"
"Kubernetes","Cloud Native Computing Foundation (CNCF)","https://kubernetes.io/","https://landscape.cncf.io/logos/kubernetes.svg","https://twitter.com/kubernetesio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-06-02 19:11:35","Kubernetes is an open-source system for automating deployment, scaling, and management of containerized applications","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/kubernetes/kubernetes",88980,"Production-Grade Container Scheduling and Management","","https://github.com/kubernetes/kubernetes/commit/b7b824bb9e01edfb39411b8c139eab592af0d667","2022-05-26 03:31:07","https://github.com/kubernetes/kubernetes/releases","2014-06-06 23:40:48","https://github.com/kubernetes/kubernetes/commit/2c4b3a562ce34cddc3f8218a2c4d11c7310e6d56",4347,"https://github.com/kubernetes/kubernetes/graphs/contributors"
"Open Cluster Management","Cloud Native Computing Foundation (CNCF)","https://open-cluster-management.io/","https://landscape.cncf.io/logos/open-cluster-management.svg","https://twitter.com/ocm_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-13 13:32:21","Contains useful documentation on the OCM project. Report here if you found any issues in OCM.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/open-cluster-management-io/ocm",405,"Contains useful documentation on the OCM project. Report here if you found any issues in OCM.","","https://github.com/open-cluster-management-io/OCM/commit/4b3cb4f45bf98faa4a379c17a178030a11b38a77","",,"2021-09-30 15:11:54","https://github.com/open-cluster-management-io/OCM/commit/b3a26c7721848d9acdeca6865e6942befd3c7495",6,"https://github.com/open-cluster-management-io/ocm/graphs/contributors"
"Volcano","Cloud Native Computing Foundation (CNCF)","https://volcano.sh/","https://landscape.cncf.io/logos/volcano.svg","https://twitter.com/volcano_sh","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-04-13 06:48:57","A Cloud Native Batch System (Project under CNCF)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/volcano-sh/volcano",2414,"A Cloud Native Batch System (Project under CNCF)","","https://github.com/volcano-sh/volcano/commit/38ef0101705109d8f57ca7b56ad3b124fef311c0","2022-03-15 15:09:32","https://github.com/volcano-sh/volcano/releases","2017-06-30 02:08:57","https://github.com/volcano-sh/volcano/commit/d454490cca88891c1ca8b1a85c4506d115574a21",193,"https://github.com/volcano-sh/volcano/graphs/contributors"
"wasmCloud","wasmcloud","https://wasmcloud.com","https://landscape.cncf.io/logos/wasm-cloud.svg","https://twitter.com/wasmcloud","https://www.crunchbase.com/organization/wasmcloud",,,,false,"sandbox","Apache License 2.0","Washington, District of Columbia","2022-06-02 17:02:59","Project homepage. wasmCloud allows for simple, secure, distributed application development using WebAssembly actors and capability providers.","wasmcloud is a platform for writing portable business logic.","https://wasmcloud.com","Washington","District of Columbia","United States",,"https://www.linkedin.com/company/wasmcloud/",,,1,10,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/wasmCloud/wasmCloud",544,"Project homepage. wasmCloud allows for simple, secure, distributed application development using WebAssembly actors and capability providers.","","https://github.com/wasmCloud/wasmCloud/commit/6cb0fde38332e3cb0f00400014be015844bc5040","2021-05-14 18:19:05","https://github.com/wasmCloud/wasmCloud/releases","2020-10-15 17:41:19","https://github.com/wasmCloud/wasmCloud/commit/00d7558f88a5828a0338f93fe3fca13ae49595c4",16,"https://github.com/wasmCloud/wasmCloud/graphs/contributors"
"CoreDNS","Cloud Native Computing Foundation (CNCF)","https://coredns.io/","https://landscape.cncf.io/logos/core-dns.svg","https://twitter.com/corednsio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2021-10-08 17:32:39","CoreDNS is a DNS server that chains plugins","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Coordination & Service Discovery",true,"https://github.com/coredns/coredns",9248,"CoreDNS is a DNS server that chains plugins","","https://github.com/coredns/coredns/commit/f8f87e9e6dd56218a69cfb0e76be59512a54cff1","2022-05-27 15:44:59","https://github.com/coredns/coredns/releases","2016-03-18 20:57:35","https://github.com/coredns/coredns/commit/3ec0d9fe6b133a64712ae69fd712c14ad1a71f4d",310,"https://github.com/coredns/coredns/graphs/contributors"
"etcd","Cloud Native Computing Foundation (CNCF)","https://github.com/etcd-io","https://landscape.cncf.io/logos/etcd.svg","https://twitter.com/etcdio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-04-14 17:33:13","Distributed reliable key-value store for the most critical data of a distributed system","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Coordination & Service Discovery",true,"https://github.com/etcd-io/etcd",40081,"Distributed reliable key-value store for the most critical data of a distributed system","","https://github.com/etcd-io/etcd/commit/08f4c340eb92338d0f266795222d9ea04cb69056","2022-04-24 10:58:20","https://github.com/etcd-io/etcd/releases","2013-06-07 00:43:32","https://github.com/etcd-io/etcd/commit/20ca21a3f7122cf7caa91cb0e9b9c69be9279950",840,"https://github.com/etcd-io/etcd/graphs/contributors"
"k8gb","Cloud Native Computing Foundation (CNCF)","https://www.k8gb.io","https://landscape.cncf.io/logos/k8gb.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","A cloud native Kubernetes Global Balancer","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Coordination & Service Discovery",true,"https://github.com/k8gb-io/k8gb",458,"A cloud native Kubernetes Global Balancer","","https://github.com/k8gb-io/k8gb/commit/b03258e02b692366cdfb9b8b7441652a533b2fb4","2022-03-29 16:51:44","https://github.com/k8gb-io/k8gb/releases","2019-11-27 12:06:47","https://github.com/k8gb-io/k8gb/commit/d834431a8236e7bbe2769df41bc0e02ceb5afeb3",12,"https://github.com/k8gb-io/k8gb/graphs/contributors"
"gRPC","Cloud Native Computing Foundation (CNCF)","https://grpc.io/","https://landscape.cncf.io/logos/g-rpc.svg","https://twitter.com/grpcio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-27 18:00:49","The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Remote Procedure Call",true,"https://github.com/grpc/grpc",34488,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)","","https://github.com/grpc/grpc/commit/d53986657f8de5226114201e36aadbe4b3917e31","2022-05-20 20:45:24","https://github.com/grpc/grpc/releases","2014-11-22 00:16:16","https://github.com/grpc/grpc/commit/0e905e63db21bcdd85d3d1af051fcdc5bb5caa38",839,"https://github.com/grpc/grpc/graphs/contributors"
"BFE","Cloud Native Computing Foundation (CNCF)","https://github.com/bfenetworks/bfe","https://landscape.cncf.io/logos/bfe.svg","https://twitter.com/BfeNetworks","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","","Open-source layer 7 load balancer derived from proprietary Baidu FrontEnd","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Proxy",true,"https://github.com/bfenetworks/bfe",5422,"A modern layer 7 load balancer from baidu","","https://github.com/bfenetworks/bfe/commit/0e0b5107f299b91b9a99cb3ebb41f890a223894b","2022-01-11 06:57:51","https://github.com/bfenetworks/bfe/releases","2019-07-31 02:33:55","https://github.com/baidu/bfe/commit/ff941a519b3971b88d8c19a9858a3597799b6417",95,"https://github.com/bfenetworks/bfe/graphs/contributors"
"Contour","Cloud Native Computing Foundation (CNCF)","https://projectcontour.io","https://landscape.cncf.io/logos/contour.svg","https://twitter.com/projectcontour","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-25 19:22:26","Contour is a Kubernetes ingress controller using Envoy proxy.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Proxy",true,"https://github.com/projectcontour/contour",3124,"Contour is a Kubernetes ingress controller using Envoy proxy.","","https://github.com/projectcontour/contour/commit/e2384fdfd2f91597423d34d44aeac6512a8766d3","2022-05-09 18:06:20","https://github.com/projectcontour/contour/releases","2017-10-30 21:02:08","https://github.com/projectcontour/contour/commit/788feabc67c4da76cd1ae3c9ac1998b43cb0e2f3",171,"https://github.com/projectcontour/contour/graphs/contributors"
"Envoy","Cloud Native Computing Foundation (CNCF)","https://www.envoyproxy.io","https://landscape.cncf.io/logos/envoy.svg","https://twitter.com/envoyproxy","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-05-20 08:07:58","Cloud-native high-performance edge/middle/service proxy","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Proxy",true,"https://github.com/envoyproxy/envoy",19711,"Cloud-native high-performance edge/middle/service proxy","","https://github.com/envoyproxy/envoy/commit/97d599f0bda7ca2a4402f7ef0902484a602492ab","2022-04-27 14:54:17","https://github.com/envoyproxy/envoy/releases","2016-08-08 15:07:25","https://github.com/envoyproxy/envoy/commit/a714b9c2b0a2acc9da44098cabff69586134a0dd",980,"https://github.com/envoyproxy/envoy/graphs/contributors"
"OpenELB","QingCloud","https://openelb.github.io","https://landscape.cncf.io/logos/open-elb.svg","https://twitter.com/kubesphere","https://www.crunchbase.com/organization/qingcloud",269233483,"688316.SS",280832709,"Silver","sandbox","Apache License 2.0","Beijing, China","2022-06-01 16:05:27","Load Balancer Implementation for Kubernetes in Bare-Metal, Edge, and Virtualization","QingCloud is a cloud computing platform that provides IaaS-based flexible cloud services.","http://qingcloud.com","Beijing","Beijing","China",,"https://www.linkedin.com/showcase/6462819/","688316.SS","market_cap",501,1000,"Orchestration & Management","Service Proxy",true,"https://github.com/openelb/openelb",1042,"Load Balancer Implementation for Kubernetes in Bare-Metal, Edge, and Virtualization","","https://github.com/openelb/openelb/commit/582fa3d950d023d56b7afb266bb75e98852822a3","2022-05-20 11:18:20","https://github.com/openelb/openelb/releases","2019-02-01 02:30:37","https://github.com/kubesphere/porter/commit/3243272a39bbb61866ff9665f445696d88e4a423",25,"https://github.com/openelb/openelb/graphs/contributors"
